date,total_sales,year,month,week,weekday,year_month
2014-05-29,326624.5773325,2014,5,22,3,2014-05
2014-05-30,375782.6398709,2014,5,22,4,2014-05
2014-05-31,597192.467989,2014,5,22,5,2014-05
2014-06-01,742732.830236,2014,6,22,6,2014-06
2014-06-02,512725.7729758,2014,6,23,0,2014-06
2014-06-03,443636.187975,2014,6,23,1,2014-06
2014-06-04,423284.494993,2014,6,23,2,2014-06
2014-06-05,359474.513823,2014,6,23,3,2014-06
2014-06-06,391266.125449,2014,6,23,4,2014-06
2014-06-07,557142.461024,2014,6,23,5,2014-06
2014-06-08,626026.956957,2014,6,23,6,2014-06
2014-06-09,415798.946041,2014,6,24,0,2014-06
2014-06-10,351689.4229725,2014,6,24,1,2014-06
2014-06-11,373828.16418,2014,6,24,2,2014-06
2014-06-12,329408.06736,2014,6,24,3,2014-06
2014-06-13,392308.374573,2014,6,24,4,2014-06
2014-06-14,622072.988944,2014,6,24,5,2014-06
2014-06-15,441279.9339945,2014,6,24,6,2014-06
2014-06-16,447450.23987,2014,6,25,0,2014-06
2014-06-17,380396.036044,2014,6,25,1,2014-06
2014-06-18,373408.6641423,2014,6,25,2,2014-06
2014-06-19,332280.93509600003,2014,6,25,3,2014-06
2014-06-20,369206.789547,2014,6,25,4,2014-06
2014-06-21,538613.855166,2014,6,25,5,2014-06
2014-06-22,591184.1240535,2014,6,25,6,2014-06
2014-06-23,414929.6359765,2014,6,26,0,2014-06
2014-06-24,340464.7450455,2014,6,26,1,2014-06
2014-06-25,355342.398017,2014,6,26,2,2014-06
2014-06-26,315798.180924,2014,6,26,3,2014-06
2014-06-27,370793.573429,2014,6,26,4,2014-06
2014-06-28,510870.81398,2014,6,26,5,2014-06
2014-06-29,567218.8850125,2014,6,26,6,2014-06
2014-06-30,429324.0552005,2014,6,27,0,2014-06
2014-07-01,720480.616788,2014,7,27,1,2014-07
2014-07-02,747430.1471275,2014,7,27,2,2014-07
2014-07-03,583844.7207922,2014,7,27,3,2014-07
2014-07-04,595424.31324,2014,7,27,4,2014-07
2014-07-05,817307.1101677,2014,7,27,5,2014-07
2014-07-06,918276.596259,2014,7,27,6,2014-07
2014-07-07,638526.428909,2014,7,28,0,2014-07
2014-07-08,557291.4975265,2014,7,28,1,2014-07
2014-07-09,574451.409963,2014,7,28,2,2014-07
2014-07-10,498047.54898,2014,7,28,3,2014-07
2014-07-11,535644.182793,2014,7,28,4,2014-07
2014-07-12,756698.7523004999,2014,7,28,5,2014-07
2014-07-13,733653.779849,2014,7,28,6,2014-07
2014-07-14,584867.15114,2014,7,29,0,2014-07
2014-07-15,562860.0268329,2014,7,29,1,2014-07
2014-07-16,621336.4939885,2014,7,29,2,2014-07
2014-07-17,498221.7050971,2014,7,29,3,2014-07
2014-07-18,547619.0590519,2014,7,29,4,2014-07
2014-07-19,728988.226204,2014,7,29,5,2014-07
2014-07-20,776474.1180457,2014,7,29,6,2014-07
2014-07-21,600228.430008,2014,7,30,0,2014-07
2014-07-22,530276.040011,2014,7,30,1,2014-07
2014-07-23,574168.635995,2014,7,30,2,2014-07
2014-07-24,484618.8170115,2014,7,30,3,2014-07
2014-07-25,579767.285128,2014,7,30,4,2014-07
2014-07-26,688919.5500267,2014,7,30,5,2014-07
2014-07-27,747307.86662,2014,7,30,6,2014-07
2014-07-28,583936.68549,2014,7,31,0,2014-07
2014-07-29,524743.3250017,2014,7,31,1,2014-07
2014-07-30,578056.965281,2014,7,31,2,2014-07
2014-07-31,532423.558194,2014,7,31,3,2014-07
2014-08-01,506826.7949305,2014,8,31,4,2014-08
2014-08-02,626533.637869,2014,8,31,5,2014-08
2014-08-03,625898.205888,2014,8,31,6,2014-08
2014-08-04,471173.304022,2014,8,32,0,2014-08
2014-08-05,417197.476176,2014,8,32,1,2014-08
2014-08-06,402914.370941,2014,8,32,2,2014-08
2014-08-07,359701.53298899997,2014,8,32,3,2014-08
2014-08-08,397759.9389829,2014,8,32,4,2014-08
2014-08-09,496192.787084,2014,8,32,5,2014-08
2014-08-10,509681.7650025,2014,8,32,6,2014-08
2014-08-11,409544.575013,2014,8,33,0,2014-08
2014-08-12,353898.211991,2014,8,33,1,2014-08
2014-08-13,372116.544964,2014,8,33,2,2014-08
2014-08-14,340740.8170565,2014,8,33,3,2014-08
2014-08-15,402631.8400593,2014,8,33,4,2014-08
2014-08-16,533996.15517,2014,8,33,5,2014-08
2014-08-17,564443.173007,2014,8,33,6,2014-08
2014-08-18,433042.298907,2014,8,34,0,2014-08
2014-08-19,379329.9530773,2014,8,34,1,2014-08
2014-08-20,398126.790988,2014,8,34,2,2014-08
2014-08-21,355108.8749955,2014,8,34,3,2014-08
2014-08-22,388359.8983235,2014,8,34,4,2014-08
2014-08-23,499678.208204,2014,8,34,5,2014-08
2014-08-24,528990.5611087,2014,8,34,6,2014-08
2014-08-25,412250.075007,2014,8,35,0,2014-08
2014-08-26,355053.9079745,2014,8,35,1,2014-08
2014-08-27,366321.498077,2014,8,35,2,2014-08
2014-08-28,327912.427,2014,8,35,3,2014-08
2014-08-29,403288.917062,2014,8,35,4,2014-08
2014-08-30,586373.694132,2014,8,35,5,2014-08
2014-08-31,660088.183052,2014,8,35,6,2014-08
2014-09-01,812526.219024,2014,9,36,0,2014-09
2014-09-02,717351.552768,2014,9,36,1,2014-09
2014-09-03,726683.8617375,2014,9,36,2,2014-09
2014-09-04,551340.0774347,2014,9,36,3,2014-09
2014-09-05,603043.241921,2014,9,36,4,2014-09
2014-09-06,870139.4459765,2014,9,36,5,2014-09
2014-09-07,997964.077948,2014,9,36,6,2014-09
2014-09-08,648651.744928,2014,9,37,0,2014-09
2014-09-09,562420.568002,2014,9,37,1,2014-09
2014-09-10,612987.4722337,2014,9,37,2,2014-09
2014-09-11,483462.953022,2014,9,37,3,2014-09
2014-09-12,564382.847851,2014,9,37,4,2014-09
2014-09-13,795802.238124,2014,9,37,5,2014-09
2014-09-14,896501.5622945,2014,9,37,6,2014-09
2014-09-15,630710.5728885,2014,9,38,0,2014-09
2014-09-16,608239.973016,2014,9,38,1,2014-09
2014-09-17,617472.3442115,2014,9,38,2,2014-09
2014-09-18,479500.843061,2014,9,38,3,2014-09
2014-09-19,550213.093909,2014,9,38,4,2014-09
2014-09-20,808490.763077,2014,9,38,5,2014-09
2014-09-21,901420.451004,2014,9,38,6,2014-09
2014-09-22,589120.293928,2014,9,39,0,2014-09
2014-09-23,559954.304399,2014,9,39,1,2014-09
2014-09-24,598183.114508,2014,9,39,2,2014-09
2014-09-25,466867.377076,2014,9,39,3,2014-09
2014-09-26,515474.223943,2014,9,39,4,2014-09
2014-09-27,781202.367982,2014,9,39,5,2014-09
2014-09-28,886531.789814,2014,9,39,6,2014-09
2014-09-29,586682.822002,2014,9,40,0,2014-09
2014-09-30,599093.9157257,2014,9,40,1,2014-09
2014-10-01,784500.253914,2014,10,40,2,2014-10
2014-10-02,634306.519052,2014,10,40,3,2014-10
2014-10-03,675639.295098,2014,10,40,4,2014-10
2014-10-04,931317.51302,2014,10,40,5,2014-10
2014-10-05,985466.962071,2014,10,40,6,2014-10
2014-10-06,641480.757266,2014,10,41,0,2014-10
2014-10-07,586410.2709706,2014,10,41,1,2014-10
2014-10-08,620201.323059,2014,10,41,2,2014-10
2014-10-09,510519.923104,2014,10,41,3,2014-10
2014-10-10,702470.317955,2014,10,41,4,2014-10
2014-10-11,748309.153739,2014,10,41,5,2014-10
2014-10-12,843971.132714,2014,10,41,6,2014-10
2014-10-13,611726.926015,2014,10,42,0,2014-10
2014-10-14,550589.573294,2014,10,42,1,2014-10
2014-10-15,624797.469491,2014,10,42,2,2014-10
2014-10-16,538252.607117,2014,10,42,3,2014-10
2014-10-17,558538.135999,2014,10,42,4,2014-10
2014-10-18,820840.970792,2014,10,42,5,2014-10
2014-10-19,935410.595877,2014,10,42,6,2014-10
2014-10-20,624629.990941,2014,10,43,0,2014-10
2014-10-21,542207.165266,2014,10,43,1,2014-10
2014-10-22,584926.355993,2014,10,43,2,2014-10
2014-10-23,492233.2322,2014,10,43,3,2014-10
2014-10-24,528403.680064,2014,10,43,4,2014-10
2014-10-25,758926.230707,2014,10,43,5,2014-10
2014-10-26,892128.498949,2014,10,43,6,2014-10
2014-10-27,572806.6319285,2014,10,44,0,2014-10
2014-10-28,512678.811505,2014,10,44,1,2014-10
2014-10-29,560819.6780005,2014,10,44,2,2014-10
2014-10-30,459715.26616,2014,10,44,3,2014-10
2014-10-31,561876.0719155,2014,10,44,4,2014-10
2014-11-01,873539.2478855,2014,11,44,5,2014-11
2014-11-02,709851.4922288,2014,11,44,6,2014-11
2014-11-03,973192.041735,2014,11,45,0,2014-11
2014-11-04,702751.953595,2014,11,45,1,2014-11
2014-11-05,718799.9390395,2014,11,45,2,2014-11
2014-11-06,566118.381055,2014,11,45,3,2014-11
2014-11-07,585330.25773,2014,11,45,4,2014-11
2014-11-08,816064.644983,2014,11,45,5,2014-11
2014-11-09,941478.422301,2014,11,45,6,2014-11
2014-11-10,593376.793073,2014,11,46,0,2014-11
2014-11-11,552505.750307,2014,11,46,1,2014-11
2014-11-12,588093.484021,2014,11,46,2,2014-11
2014-11-13,468057.386823,2014,11,46,3,2014-11
2014-11-14,553007.970965,2014,11,46,4,2014-11
2014-11-15,786124.201177,2014,11,46,5,2014-11
2014-11-16,956619.401927,2014,11,46,6,2014-11
2014-11-17,620876.340058,2014,11,47,0,2014-11
2014-11-18,553367.204141,2014,11,47,1,2014-11
2014-11-19,580234.0113007,2014,11,47,2,2014-11
2014-11-20,511855.7610447,2014,11,47,3,2014-11
2014-11-21,567978.732759,2014,11,47,4,2014-11
2014-11-22,763720.148593,2014,11,47,5,2014-11
2014-11-23,907432.656994,2014,11,47,6,2014-11
2014-11-24,610847.95702,2014,11,48,0,2014-11
2014-11-25,541225.608011,2014,11,48,1,2014-11
2014-11-26,579125.306002,2014,11,48,2,2014-11
2014-11-27,475823.897052,2014,11,48,3,2014-11
2014-11-28,559619.825094,2014,11,48,4,2014-11
2014-11-29,850925.105136,2014,11,48,5,2014-11
2014-11-30,1023691.281592,2014,11,48,6,2014-11
2014-12-01,817413.561974,2014,12,49,0,2014-12
2014-12-02,735319.1840285,2014,12,49,1,2014-12
2014-12-03,715127.614539,2014,12,49,2,2014-12
2014-12-04,578961.517004,2014,12,49,3,2014-12
2014-12-05,635445.153317,2014,12,49,4,2014-12
2014-12-06,829386.70612,2014,12,49,5,2014-12
2014-12-07,1013889.8074,2014,12,49,6,2014-12
2014-12-08,790283.289992,2014,12,50,0,2014-12
2014-12-09,665123.962957,2014,12,50,1,2014-12
2014-12-10,732121.033873,2014,12,50,2,2014-12
2014-12-11,580542.178879,2014,12,50,3,2014-12
2014-12-12,642760.387245,2014,12,50,4,2014-12
2014-12-13,854830.905829,2014,12,50,5,2014-12
2014-12-14,999106.1325775,2014,12,50,6,2014-12
2014-12-15,790182.945791,2014,12,51,0,2014-12
2014-12-16,799067.056179,2014,12,51,1,2014-12
2014-12-17,779966.499188,2014,12,51,2,2014-12
2014-12-18,731938.479893,2014,12,51,3,2014-12
2014-12-19,757349.3758179,2014,12,51,4,2014-12
2014-12-20,935555.52434,2014,12,51,5,2014-12
2014-12-21,1056605.2012285,2014,12,51,6,2014-12
2014-12-22,1008143.3460193,2014,12,52,0,2014-12
2014-12-23,1064977.9730725,2014,12,52,1,2014-12
2014-12-24,965982.871715,2014,12,52,2,2014-12
2014-12-26,872098.456795,2014,12,52,4,2014-12
2014-12-27,740596.158932,2014,12,52,5,2014-12
2014-12-28,716329.635071,2014,12,52,6,2014-12
2014-12-29,773998.401175,2014,12,1,0,2014-12
2014-12-30,912970.533204,2014,12,1,1,2014-12
2014-12-31,844380.469674,2014,12,1,2,2014-12
2015-01-01,12773.61698,2015,1,1,3,2015-01
2015-01-02,657763.391981,2015,1,1,4,2015-01
2015-01-03,648880.686926,2015,1,1,5,2015-01
2015-01-04,730923.776022,2015,1,1,6,2015-01
2015-01-05,569267.29796,2015,1,2,0,2015-01
2015-01-06,477886.741053,2015,1,2,1,2015-01
2015-01-07,494160.850117,2015,1,2,2,2015-01
2015-01-08,417482.689131,2015,1,2,3,2015-01
2015-01-09,439381.226073,2015,1,2,4,2015-01
2015-01-10,569956.90801,2015,1,2,5,2015-01
2015-01-11,694860.9511,2015,1,2,6,2015-01
2015-01-12,442845.544014,2015,1,3,0,2015-01
2015-01-13,393799.993059,2015,1,3,1,2015-01
2015-01-14,400923.97107,2015,1,3,2,2015-01
2015-01-15,371146.144942,2015,1,3,3,2015-01
2015-01-16,423599.9357975,2015,1,3,4,2015-01
2015-01-17,621865.434007,2015,1,3,5,2015-01
2015-01-18,678277.030991,2015,1,3,6,2015-01
2015-01-19,448217.896919,2015,1,4,0,2015-01
2015-01-20,405308.77722,2015,1,4,1,2015-01
2015-01-21,413202.592067,2015,1,4,2,2015-01
2015-01-22,364862.5390355,2015,1,4,3,2015-01
2015-01-23,416937.181925,2015,1,4,4,2015-01
2015-01-24,588849.871003,2015,1,4,5,2015-01
2015-01-25,631623.951015,2015,1,4,6,2015-01
2015-01-26,410009.617966,2015,1,5,0,2015-01
2015-01-27,360009.850046,2015,1,5,1,2015-01
2015-01-28,376935.916035,2015,1,5,2,2015-01
2015-01-29,343062.160973,2015,1,5,3,2015-01
2015-01-30,435899.6719165,2015,1,5,4,2015-01
2015-01-31,656205.841844,2015,1,5,5,2015-01
2015-02-01,815294.475951,2015,2,5,6,2015-02
2015-02-02,538301.886974,2015,2,6,0,2015-02
2015-02-03,475249.842928,2015,2,6,1,2015-02
2015-02-04,451923.147059,2015,2,6,2,2015-02
2015-02-05,407491.967944,2015,2,6,3,2015-02
2015-02-06,437147.54517,2015,2,6,4,2015-02
2015-02-07,599911.594879,2015,2,6,5,2015-02
2015-02-08,622994.231951,2015,2,6,6,2015-02
2015-02-09,458002.152043,2015,2,7,0,2015-02
2015-02-10,400825.9849177,2015,2,7,1,2015-02
2015-02-11,400115.3330245,2015,2,7,2,2015-02
2015-02-12,384963.142969,2015,2,7,3,2015-02
2015-02-13,493265.468013,2015,2,7,4,2015-02
2015-02-14,562855.068099,2015,2,7,5,2015-02
2015-02-15,434886.671834,2015,2,7,6,2015-02
2015-02-16,420740.903983,2015,2,8,0,2015-02
2015-02-17,483088.13409300003,2015,2,8,1,2015-02
2015-02-18,497499.057967,2015,2,8,2,2015-02
2015-02-19,436360.905914,2015,2,8,3,2015-02
2015-02-20,483681.015026,2015,2,8,4,2015-02
2015-02-21,572753.075038,2015,2,8,5,2015-02
2015-02-22,691339.067796,2015,2,8,6,2015-02
2015-02-23,443349.890841,2015,2,9,0,2015-02
2015-02-24,407890.277971,2015,2,9,1,2015-02
2015-02-25,395774.954032,2015,2,9,2,2015-02
2015-02-26,354938.226975,2015,2,9,3,2015-02
2015-02-27,436488.424914,2015,2,9,4,2015-02
2015-02-28,635263.400075,2015,2,9,5,2015-02
2015-03-01,820434.978924,2015,3,9,6,2015-03
2015-03-02,546037.787999,2015,3,10,0,2015-03
2015-03-03,492365.24083,2015,3,10,1,2015-03
2015-03-04,483330.548167,2015,3,10,2,2015-03
2015-03-05,428599.809059,2015,3,10,3,2015-03
2015-03-06,463723.974873,2015,3,10,4,2015-03
2015-03-07,657377.210913,2015,3,10,5,2015-03
2015-03-08,659563.411966,2015,3,10,6,2015-03
2015-03-09,480371.950086,2015,3,11,0,2015-03
2015-03-10,457881.7640763,2015,3,11,1,2015-03
2015-03-11,425617.727075,2015,3,11,2,2015-03
2015-03-12,382588.6690535,2015,3,11,3,2015-03
2015-03-13,434805.995204,2015,3,11,4,2015-03
2015-03-14,616609.760896,2015,3,11,5,2015-03
2015-03-15,662700.871933,2015,3,11,6,2015-03
2015-03-16,466598.425914,2015,3,12,0,2015-03
2015-03-17,415359.51603,2015,3,12,1,2015-03
2015-03-18,398629.999994,2015,3,12,2,2015-03
2015-03-19,373324.3829895,2015,3,12,3,2015-03
2015-03-20,467687.945081,2015,3,12,4,2015-03
2015-03-21,624099.228222,2015,3,12,5,2015-03
2015-03-22,646466.401887,2015,3,12,6,2015-03
2015-03-23,462664.2370045,2015,3,13,0,2015-03
2015-03-24,407369.722015,2015,3,13,1,2015-03
2015-03-25,408258.189916,2015,3,13,2,2015-03
2015-03-26,367006.957001,2015,3,13,3,2015-03
2015-03-27,436906.608975,2015,3,13,4,2015-03
2015-03-28,589854.7040575,2015,3,13,5,2015-03
2015-03-29,641213.770163,2015,3,13,6,2015-03
2015-03-30,437878.834978,2015,3,14,0,2015-03
2015-03-31,443278.893073,2015,3,14,1,2015-03
2015-04-01,557223.161038,2015,4,14,2,2015-04
2015-04-02,524588.902022,2015,4,14,3,2015-04
2015-04-03,510296.785948,2015,4,14,4,2015-04
2015-04-04,653894.195903,2015,4,14,5,2015-04
2015-04-05,659669.577136,2015,4,14,6,2015-04
2015-04-06,519734.816963,2015,4,15,0,2015-04
2015-04-07,464788.21798,2015,4,15,1,2015-04
2015-04-08,461140.213006,2015,4,15,2,2015-04
2015-04-09,398718.315935,2015,4,15,3,2015-04
2015-04-10,445869.298012,2015,4,15,4,2015-04
2015-04-11,610603.017074,2015,4,15,5,2015-04
2015-04-12,659939.024086,2015,4,15,6,2015-04
2015-04-13,453724.756048,2015,4,16,0,2015-04
2015-04-14,403623.396979,2015,4,16,1,2015-04
2015-04-15,438106.287965,2015,4,16,2,2015-04
2015-04-16,418643.193957,2015,4,16,3,2015-04
2015-04-17,456303.236748,2015,4,16,4,2015-04
2015-04-18,629155.66071,2015,4,16,5,2015-04
2015-04-19,684544.950159,2015,4,16,6,2015-04
2015-04-20,481694.770966,2015,4,17,0,2015-04
2015-04-21,426018.313035,2015,4,17,1,2015-04
2015-04-22,421108.210059,2015,4,17,2,2015-04
2015-04-23,392147.042002,2015,4,17,3,2015-04
2015-04-24,437625.507963,2015,4,17,4,2015-04
2015-04-25,588781.512939,2015,4,17,5,2015-04
2015-04-26,625901.000988,2015,4,17,6,2015-04
2015-04-27,425049.148087,2015,4,18,0,2015-04
2015-04-28,374839.1850745,2015,4,18,1,2015-04
2015-04-29,398724.330055,2015,4,18,2,2015-04
2015-04-30,432612.141938,2015,4,18,3,2015-04
2015-05-01,674509.400095,2015,5,18,4,2015-05
2015-05-02,711052.273896,2015,5,18,5,2015-05
2015-05-03,742887.785029,2015,5,18,6,2015-05
2015-05-04,556245.147953,2015,5,19,0,2015-05
2015-05-05,509493.227021,2015,5,19,1,2015-05
2015-05-06,504999.550962,2015,5,19,2,2015-05
2015-05-07,444082.309939,2015,5,19,3,2015-05
2015-05-08,481304.22297,2015,5,19,4,2015-05
2015-05-09,706705.4400759999,2015,5,19,5,2015-05
2015-05-10,558062.273048,2015,5,19,6,2015-05
2015-05-11,524864.051063,2015,5,20,0,2015-05
2015-05-12,452162.874045,2015,5,20,1,2015-05
2015-05-13,446915.639008,2015,5,20,2,2015-05
2015-05-14,395609.666087,2015,5,20,3,2015-05
2015-05-15,483535.538107,2015,5,20,4,2015-05
2015-05-16,709798.552994,2015,5,20,5,2015-05
2015-05-17,798186.132143,2015,5,20,6,2015-05
2015-05-18,496595.01098,2015,5,21,0,2015-05
2015-05-19,446375.4880335,2015,5,21,1,2015-05
2015-05-20,466238.630977,2015,5,21,2,2015-05
2015-05-21,417006.136035,2015,5,21,3,2015-05
2015-05-22,458727.917031,2015,5,21,4,2015-05
2015-05-23,658882.9229615,2015,5,21,5,2015-05
2015-05-24,738068.426823,2015,5,21,6,2015-05
2015-05-25,534802.790004,2015,5,22,0,2015-05
2015-05-26,463132.406006,2015,5,22,1,2015-05
2015-05-27,481804.96096,2015,5,22,2,2015-05
2015-05-28,428506.881011,2015,5,22,3,2015-05
2015-05-29,560519.530038,2015,5,22,4,2015-05
2015-05-30,855728.291973,2015,5,22,5,2015-05
2015-05-31,1023564.76704,2015,5,22,6,2015-05
2015-06-01,812081.2027655,2015,6,23,0,2015-06
2015-06-02,753430.6418917,2015,6,23,1,2015-06
2015-06-03,747929.452075,2015,6,23,2,2015-06
2015-06-04,608994.6461083,2015,6,23,3,2015-06
2015-06-05,657675.126037,2015,6,23,4,2015-06
2015-06-06,904437.271141,2015,6,23,5,2015-06
2015-06-07,1070695.9178497,2015,6,23,6,2015-06
2015-06-08,696952.81204,2015,6,24,0,2015-06
2015-06-09,623725.1071692,2015,6,24,1,2015-06
2015-06-10,641435.3719983,2015,6,24,2,2015-06
2015-06-11,510019.1489275,2015,6,24,3,2015-06
2015-06-12,606616.000975,2015,6,24,4,2015-06
2015-06-13,840727.775905,2015,6,24,5,2015-06
2015-06-14,967745.7218685,2015,6,24,6,2015-06
2015-06-15,666557.1317587,2015,6,25,0,2015-06
2015-06-16,672637.824072,2015,6,25,1,2015-06
2015-06-17,677171.157112,2015,6,25,2,2015-06
2015-06-18,556155.0391433,2015,6,25,3,2015-06
2015-06-19,659233.5706609,2015,6,25,4,2015-06
2015-06-20,936951.654373,2015,6,25,5,2015-06
2015-06-21,790568.421132,2015,6,25,6,2015-06
2015-06-22,701208.22895,2015,6,26,0,2015-06
2015-06-23,640322.326029,2015,6,26,1,2015-06
2015-06-24,643411.714061,2015,6,26,2,2015-06
2015-06-25,518700.9558973,2015,6,26,3,2015-06
2015-06-26,593299.460788,2015,6,26,4,2015-06
2015-06-27,831492.4641955,2015,6,26,5,2015-06
2015-06-28,976563.5890657,2015,6,26,6,2015-06
2015-06-29,639072.192193,2015,6,27,0,2015-06
2015-06-30,669548.425059,2015,6,27,1,2015-06
2015-07-01,885953.200992,2015,7,27,2,2015-07
2015-07-02,705642.2820965,2015,7,27,3,2015-07
2015-07-03,772773.3939200001,2015,7,27,4,2015-07
2015-07-04,1018541.84294,2015,7,27,5,2015-07
2015-07-05,982427.6819,2015,7,27,6,2015-07
2015-07-06,754949.70914,2015,7,28,0,2015-07
2015-07-07,654821.0515315,2015,7,28,1,2015-07
2015-07-08,732992.130029,2015,7,28,2,2015-07
2015-07-09,605032.4963965,2015,7,28,3,2015-07
2015-07-10,643986.381178,2015,7,28,4,2015-07
2015-07-11,794984.703157,2015,7,28,5,2015-07
2015-07-12,898731.936734,2015,7,28,6,2015-07
2015-07-13,647967.077874,2015,7,29,0,2015-07
2015-07-14,601452.258023,2015,7,29,1,2015-07
2015-07-15,664505.1001790001,2015,7,29,2,2015-07
2015-07-16,584042.727022,2015,7,29,3,2015-07
2015-07-17,653452.17114,2015,7,29,4,2015-07
2015-07-18,826353.336031,2015,7,29,5,2015-07
2015-07-19,894707.299378,2015,7,29,6,2015-07
2015-07-20,685961.243972,2015,7,30,0,2015-07
2015-07-21,607836.498977,2015,7,30,1,2015-07
2015-07-22,631385.408886,2015,7,30,2,2015-07
2015-07-23,541511.421067,2015,7,30,3,2015-07
2015-07-24,635244.2449785,2015,7,30,4,2015-07
2015-07-25,797427.520942,2015,7,30,5,2015-07
2015-07-26,875032.0362592,2015,7,30,6,2015-07
2015-07-27,652999.1942961001,2015,7,31,0,2015-07
2015-07-28,594977.6665523,2015,7,31,1,2015-07
2015-07-29,625449.98155,2015,7,31,2,2015-07
2015-07-30,543393.592625,2015,7,31,3,2015-07
2015-07-31,695083.4489723,2015,7,31,4,2015-07
2015-08-01,1044894.790061,2015,8,31,5,2015-08
2015-08-02,1043495.475018,2015,8,31,6,2015-08
2015-08-03,811119.83411,2015,8,32,0,2015-08
2015-08-04,726613.35811,2015,8,32,1,2015-08
2015-08-05,724346.594,2015,8,32,2,2015-08
2015-08-06,583375.211759,2015,8,32,3,2015-08
2015-08-07,663326.5180703,2015,8,32,4,2015-08
2015-08-08,784099.215997,2015,8,32,5,2015-08
2015-08-09,679410.125135,2015,8,32,6,2015-08
2015-08-10,785477.934216,2015,8,33,0,2015-08
2015-08-11,668280.357956,2015,8,33,1,2015-08
2015-08-12,678064.7316857,2015,8,33,2,2015-08
2015-08-13,557859.477954,2015,8,33,3,2015-08
2015-08-14,734484.205049,2015,8,33,4,2015-08
2015-08-15,936339.026059,2015,8,33,5,2015-08
2015-08-16,913846.62503,2015,8,33,6,2015-08
2015-08-17,694747.161863,2015,8,34,0,2015-08
2015-08-18,629475.6430527,2015,8,34,1,2015-08
2015-08-19,653733.3600063,2015,8,34,2,2015-08
2015-08-20,569443.704073,2015,8,34,3,2015-08
2015-08-21,653281.208151,2015,8,34,4,2015-08
2015-08-22,803270.157597,2015,8,34,5,2015-08
2015-08-23,865755.397429,2015,8,34,6,2015-08
2015-08-24,681575.9899773,2015,8,35,0,2015-08
2015-08-25,624698.33755,2015,8,35,1,2015-08
2015-08-26,640075.9908365,2015,8,35,2,2015-08
2015-08-27,548043.327354,2015,8,35,3,2015-08
2015-08-28,635737.2322,2015,8,35,4,2015-08
2015-08-29,876953.096934,2015,8,35,5,2015-08
2015-08-30,975697.601858,2015,8,35,6,2015-08
2015-08-31,776152.5521897,2015,8,36,0,2015-08
2015-09-01,906549.992952,2015,9,36,1,2015-09
2015-09-02,879033.0925,2015,9,36,2,2015-09
2015-09-03,707093.042,2015,9,36,3,2015-09
2015-09-04,736395.302632,2015,9,36,4,2015-09
2015-09-05,1052868.394291,2015,9,36,5,2015-09
2015-09-06,1147642.583011,2015,9,36,6,2015-09
2015-09-07,767382.7769737,2015,9,37,0,2015-09
2015-09-08,677312.236066,2015,9,37,1,2015-09
2015-09-09,705633.4998935,2015,9,37,2,2015-09
2015-09-10,577743.795026,2015,9,37,3,2015-09
2015-09-11,651330.167952,2015,9,37,4,2015-09
2015-09-12,921524.436013,2015,9,37,5,2015-09
2015-09-13,1023345.318906,2015,9,37,6,2015-09
2015-09-14,688405.190061,2015,9,38,0,2015-09
2015-09-15,682134.3540295,2015,9,38,1,2015-09
2015-09-16,742089.667998,2015,9,38,2,2015-09
2015-09-17,593577.802125,2015,9,38,3,2015-09
2015-09-18,653805.874946,2015,9,38,4,2015-09
2015-09-19,935893.481059,2015,9,38,5,2015-09
2015-09-20,1037532.860693,2015,9,38,6,2015-09
2015-09-21,717725.376959,2015,9,39,0,2015-09
2015-09-22,641914.7389995,2015,9,39,1,2015-09
2015-09-23,690419.721922,2015,9,39,2,2015-09
2015-09-24,557321.610921,2015,9,39,3,2015-09
2015-09-25,646083.8750635,2015,9,39,4,2015-09
2015-09-26,890486.060145,2015,9,39,5,2015-09
2015-09-27,1018062.963565,2015,9,39,6,2015-09
2015-09-28,671261.0640092,2015,9,40,0,2015-09
2015-09-29,609130.6581453,2015,9,40,1,2015-09
2015-09-30,711182.539054,2015,9,40,2,2015-09
2015-10-01,796340.858947,2015,10,40,3,2015-10
2015-10-02,830719.387744,2015,10,40,4,2015-10
2015-10-03,1179376.177625,2015,10,40,5,2015-10
2015-10-04,1234130.938595,2015,10,40,6,2015-10
2015-10-05,809524.837996,2015,10,41,0,2015-10
2015-10-06,696169.275967,2015,10,41,1,2015-10
2015-10-07,720562.330573,2015,10,41,2,2015-10
2015-10-08,603066.030064,2015,10,41,3,2015-10
2015-10-09,873934.7190479999,2015,10,41,4,2015-10
2015-10-10,867556.973019,2015,10,41,5,2015-10
2015-10-11,973329.203973,2015,10,41,6,2015-10
2015-10-12,721634.5721813,2015,10,42,0,2015-10
2015-10-13,585141.5538577,2015,10,42,1,2015-10
2015-10-14,688198.106351,2015,10,42,2,2015-10
2015-10-15,577952.197162,2015,10,42,3,2015-10
2015-10-16,693829.351874,2015,10,42,4,2015-10
2015-10-17,958052.958031,2015,10,42,5,2015-10
2015-10-18,1071477.102879,2015,10,42,6,2015-10
2015-10-19,699259.488037,2015,10,43,0,2015-10
2015-10-20,660308.361186,2015,10,43,1,2015-10
2015-10-21,672847.3460333,2015,10,43,2,2015-10
2015-10-22,547020.0469813,2015,10,43,3,2015-10
2015-10-23,639040.6062,2015,10,43,4,2015-10
